(title "cl-rfile")
(labels "flow-time" "cl")
((xy/key/label "cl")
3.0000000e+01	-3.7899314e-02
3.0050000e+01	8.0529625e-02
3.0100000e+01	1.9547492e-01
3.0150000e+01	3.0634206e-01
3.0200000e+01	4.1541450e-01
3.0250000e+01	5.1502935e-01
3.0300000e+01	6.0201117e-01
3.0350000e+01	6.8540243e-01
3.0400000e+01	7.5962910e-01
3.0450000e+01	8.2925189e-01
3.0500000e+01	8.9641756e-01
3.0550000e+01	9.5362353e-01
3.0600000e+01	1.0020484e+00
3.0650000e+01	1.0517392e+00
3.0700000e+01	1.0966460e+00
3.0750000e+01	1.1275887e+00
3.0800000e+01	1.1535686e+00
3.0850000e+01	1.1708127e+00
3.0900000e+01	1.1845623e+00
3.0950000e+01	1.1916943e+00
3.1000000e+01	1.1925658e+00
3.1050000e+01	1.1900808e+00
3.1100000e+01	1.1807067e+00
3.1150000e+01	1.1676745e+00
3.1200000e+01	1.1471838e+00
3.1250000e+01	1.1241217e+00
3.1300000e+01	1.0942717e+00
3.1350000e+01	1.0586228e+00
3.1400000e+01	1.0185522e+00
3.1450000e+01	9.7510454e-01
3.1500000e+01	9.2448377e-01
3.1550000e+01	8.6811091e-01
3.1600000e+01	8.0239293e-01
3.1650000e+01	7.3875993e-01
3.1700000e+01	6.7003525e-01
3.1750000e+01	5.9726672e-01
3.1800000e+01	5.2371532e-01
3.1850000e+01	4.4318908e-01
3.1900000e+01	3.5899328e-01
3.1950000e+01	2.7289297e-01
3.2000000e+01	1.8404540e-01
3.2050000e+01	9.9897676e-02
3.2100000e+01	1.1524975e-02
3.2150000e+01	-7.7309945e-02
3.2200000e+01	-1.6990163e-01
3.2250000e+01	-2.6488635e-01
3.2300000e+01	-3.6129350e-01
3.2350000e+01	-4.5237236e-01
3.2400000e+01	-5.4648638e-01
3.2450000e+01	-6.4113179e-01
3.2500000e+01	-7.3027265e-01
3.2550000e+01	-8.1957320e-01
3.2600000e+01	-9.0754017e-01
3.2650000e+01	-9.8822100e-01
3.2700000e+01	-1.0579894e+00
3.2750000e+01	-1.1207891e+00
3.2800000e+01	-1.1768767e+00
3.2850000e+01	-1.2220071e+00
3.2900000e+01	-1.2622913e+00
3.2950000e+01	-1.2970034e+00
3.3000000e+01	-1.3239969e+00
3.3050000e+01	-1.3465778e+00
3.3100000e+01	-1.3598049e+00
3.3150000e+01	-1.3669116e+00
3.3200000e+01	-1.3677450e+00
3.3250000e+01	-1.3664398e+00
3.3300000e+01	-1.3640633e+00
3.3350000e+01	-1.3526183e+00
3.3400000e+01	-1.3334648e+00
3.3450000e+01	-1.3147400e+00
3.3500000e+01	-1.2925556e+00
3.3550000e+01	-1.2611349e+00
3.3600000e+01	-1.2236180e+00
3.3650000e+01	-1.1807725e+00
3.3700000e+01	-1.1342615e+00
3.3750000e+01	-1.0856859e+00
3.3800000e+01	-1.0340166e+00
3.3850000e+01	-9.7672282e-01
3.3900000e+01	-9.1468455e-01
