(title "cl-rfile")
(labels "flow-time" "cl")
((xy/key/label "cl")
3.0100000e+01	-8.0436821e-01
3.0300000e+01	-9.1898087e-01
3.0500000e+01	-9.8693942e-01
3.0700000e+01	-9.8827961e-01
3.0900000e+01	-8.9273773e-01
3.1100000e+01	-7.0601843e-01
3.1300000e+01	-4.5802273e-01
3.1500000e+01	-1.7323973e-01
3.1700000e+01	1.4083779e-01
3.1900000e+01	4.4878810e-01
3.2100000e+01	7.2329166e-01
3.2300000e+01	9.4036614e-01
3.2500000e+01	1.0943375e+00
3.2700000e+01	1.1745840e+00
3.2900000e+01	1.1841740e+00
3.3100000e+01	1.1144326e+00
3.3300000e+01	9.6455850e-01
3.3500000e+01	7.5203261e-01
3.3700000e+01	4.7672701e-01
3.3900000e+01	1.5602441e-01
3.4100000e+01	-1.8644707e-01
3.4300000e+01	-5.1424590e-01
3.4500000e+01	-7.8214123e-01
3.4700000e+01	-9.6503123e-01
3.4900000e+01	-1.0663217e+00
3.5100000e+01	-1.0958252e+00
3.5300000e+01	-1.0487296e+00
3.5500000e+01	-9.0056947e-01
3.5700000e+01	-6.6088484e-01
3.5900000e+01	-3.7256821e-01
3.6100000e+01	-4.5085776e-02
3.6300000e+01	2.8221538e-01
3.6500000e+01	5.8700051e-01
3.6700000e+01	8.4421497e-01
3.6900000e+01	1.0330112e+00
3.7100000e+01	1.1505405e+00
3.7300000e+01	1.2007250e+00
3.7500000e+01	1.1802216e+00
3.7700000e+01	1.0883627e+00
3.7900000e+01	9.2748762e-01
3.8100000e+01	7.1409630e-01
3.8300000e+01	4.4066088e-01
3.8500000e+01	1.2813791e-01
3.8700000e+01	-2.0219837e-01
3.8900000e+01	-5.1955685e-01
3.9100000e+01	-7.8360281e-01
3.9300000e+01	-9.7336541e-01
3.9500000e+01	-1.0843479e+00
3.9700000e+01	-1.1188179e+00
3.9900000e+01	-1.0973157e+00
4.0100000e+01	-9.7057681e-01
4.0300000e+01	-7.3845771e-01
4.0500000e+01	-4.5189085e-01
4.0700000e+01	-1.2934187e-01
4.0900000e+01	1.9910450e-01
4.1100000e+01	5.1265244e-01
4.1300000e+01	7.7796226e-01
4.1500000e+01	9.7087031e-01
4.1700000e+01	1.0929008e+00
4.1900000e+01	1.1444839e+00
4.2100000e+01	1.1271718e+00
4.2300000e+01	1.0310405e+00
4.2500000e+01	8.6060349e-01
4.2700000e+01	6.3429077e-01
4.2900000e+01	3.5558213e-01
4.3100000e+01	3.9953743e-02
4.3300000e+01	-2.7617468e-01
4.3500000e+01	-5.7483780e-01
4.3700000e+01	-8.2533670e-01
4.3900000e+01	-9.8606513e-01
4.4100000e+01	-1.0690248e+00
4.4300000e+01	-1.0855981e+00
4.4500000e+01	-1.0326135e+00
4.4700000e+01	-8.8893037e-01
4.4900000e+01	-6.4495118e-01
4.5100000e+01	-3.3944481e-01
4.5300000e+01	-2.1508164e-02
4.5500000e+01	3.0184810e-01
4.5700000e+01	5.9206481e-01
4.5900000e+01	8.1959205e-01
4.6100000e+01	9.7859449e-01
4.6300000e+01	1.0767009e+00
4.6500000e+01	1.1055764e+00
4.6700000e+01	1.0544078e+00
4.6900000e+01	9.3531578e-01
4.7100000e+01	7.5658659e-01
4.7300000e+01	5.2760159e-01
4.7500000e+01	2.6421902e-01
4.7700000e+01	-2.8897945e-02
4.7900000e+01	-3.2189288e-01
4.8100000e+01	-5.9280620e-01
4.8300000e+01	-8.1952824e-01
4.8500000e+01	-9.6766992e-01
4.8700000e+01	-1.0432151e+00
